City,Country,Year,Ds,Event,discipline,category,rank,firstname,lastname,country,yob,Qualification score,Qualification rank,Semi-Final score,Semi-Final rank,1/8 score,1/4 score,1/2 score,Small Final score,Final score,Final rank
Seoul,KOR,2022,BS,WC,speed,Women,10,NURUL,IQAMAH,INA,1995,7.31,4,,,8.38,,,,,10
Seoul,KOR,2022,BS,WC,speed,Women,11,Patrycja,Chudziak,POL,1997,7.51,6,,,7.47,,,,,11
Seoul,KOR,2022,BS,WC,speed,Women,12,Beatrice,Colli,ITA,2004,7.8,9,,,7.79,,,,,12
Seoul,KOR,2022,BS,WC,speed,Women,13,Natalia,Kalucka,POL,2001,7.83,10,,,9.02,,,,,13
Seoul,KOR,2022,BS,WC,speed,Women,14,Aurelia,Sarisson,FRA,1997,8.05,12,,,7.23,,,,,14
Seoul,KOR,2022,BS,WC,speed,Women,15,Alivany,Ver Khadijah,INA,2002,8.18,14,,,7.96,,,,,15
Seoul,KOR,2022,BS,WC,speed,Women,16,Lison,Gautron,FRA,2002,8.23,16,,,8.4,,,,,16
Seoul,KOR,2022,BS,WC,speed,Women,17,María,Laborda Sagaste,ESP,2004,8.47,17,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,18,Fumika,KAWAKAMI,JPN,2006,8.48,18,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,19,Ai,TAKEUCHI,JPN,2005,8.62,19,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,20,Karin,HAYASHI,JPN,2005,8.67,20,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,21,Andrea,Rojas,ECU,1995,8.78,21,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,22,Giulia,Randi ,ITA,2002,9.14,22,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,23,Heeju,NOH,KOR,2004,9.22,23,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,24,Callie,Close,USA,2004,9.24,24,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,25,SEOYEON,PARK,KOR,2002,9.3,25,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,26,Youjin,CHA,KOR,1999,9.39,26,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,27,Hanareum,SUNG,KOR,2005,9.44,27,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,28,Sophia,Curcio,USA,2006,9.45,28,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,29,NAWOO,CHOI,KOR,2002,9.86,29,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,30,HYEBIN,KIM,KOR,2003,10.06,30,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,31,YENA,PI,KOR,2002,10.72,31,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,32,Victoire,Andrier,FRA,1996,11.06,32,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,33,Dasom,YUN,KOR,2005,11.23,33,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,34,Grace,Crowley,AUS,2003,11.57,34,,,,,,,,
Seoul,KOR,2022,BS,WC,speed,Women,35,Yejin,JUNG,KOR,2004,FALSE START,35,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,1,Kokoro,Fujii,JPN,1992,3T5z 9 9,1,3T3z 5 5,2,,,,,4T4z 11 4,1
Seoul,KOR,2022,BS,WC,boulder,Men,2,Tomoa,Narasaki,JPN,1996,2T4z 2 11,10,3T4z 10 8,1,,,,,4T4z 12 8,2
Seoul,KOR,2022,BS,WC,boulder,Men,3,Yoshiyuki,Ogata,JPN,1998,2T5z 3 8,7,2T4z 6 4,6,,,,,3T4z 6 7,3
Seoul,KOR,2022,BS,WC,boulder,Men,4,Paul,Jenft,FRA,2003,3T5z 10 17,2,2T4z 4 6,4,,,,,2T4z 4 11,4
Seoul,KOR,2022,BS,WC,boulder,Men,5,Meichi,Narasaki,JPN,1999,2T5z 4 9,8,2T4z 2 9,3,,,,,2T3z 3 6,5
Seoul,KOR,2022,BS,WC,boulder,Men,6,Keita,Dohi,JPN,2000,3T4z 7 6,4,2T4z 5 9,5,,,,,1T4z 2 14,6
Seoul,KOR,2022,BS,WC,boulder,Men,7,Mejdi,Schalck,FRA,2004,3T4z 4 5,3,2T3z 4 5,7,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,8,Maximillian,Milne,GBR,2000,2T3z 4 4,16,2T3z 4 5,8,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,9,Victor,Baudrand,CAN,2003,2T3z 9 10,19,2T3z 6 9,9,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,10,Dohyun,LEE,KOR,2002,2T4z 3 7,11,1T4z 1 8,10,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,11,Tomoaki,Takata,JPN,1995,2T4z 2 4,9,1T4z 4 9,11,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,12,Jongwon,CHON,KOR,1996,2T4z 3 11,12,1T3z 1 7,12,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,13,Gregor,Vezonik,SLO,1995,1T4z 1 11,20,1T3z 2 6,13,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,14,Nicolai,Uznik,AUT,2000,2T3z 5 8,17,1T3z 2 8,14,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,15,Yuji,Inoue,JPN,1995,2T4z 5 5,13,1T3z 3 11,15,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,16,Alberto,Ginés López,ESP,2002,3T4z 12 12,5,1T3z 4 13,16,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,17,Sam,Avezou,FRA,2001,2T5z 2 7,6,1T2z 1 8,17,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,18,Sean,McColl,CAN,1987,2T3z 3 5,15,1T2z 4 3,18,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,19,Max,Kleesattel,GER,1998,2T4z 10 12,14,1T2z 4 5,19,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,20,Satone,YOSHIDA,JPN,2004,2T3z 7 4,18,0T3z 0 12,20,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,21,Taisei,Ishimatsu,JPN,1996,1T4z 2 12,21,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,22,Chua,Dennis,SGP,1991,1T3z 1 6,22,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,23,Adrien,Lemaire,FRA,1999,1T3z 2 4,23,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,24,Philipp,Martin,GER,1994,1T3z 2 6,24,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,25,Alex,Khazanov,ISR,1995,1T3z 3 9,25,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,25,Palmer,Larsen,USA,1995,1T3z 3 9,25,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,27,Manuel,Cornu,FRA,1993,1T2z 4 2,27,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,28,Sungsu,LEE,KOR,1999,1T1z 1 1,28,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,29,Guy,McNamee,CAN,2002,0T3z 0 3,29,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,30,Benjamin,Hanna,USA,1998,0T3z 0 6,30,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,31,Nimrod,Marcus,ISR,1999,0T3z 0 7,31,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,31,Julien,Clémence,SUI,2001,0T3z 0 7,31,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,31,SUNGJOON,CHAE,KOR,1993,0T3z 0 7,31,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,34,Anze,Peharc,SLO,1997,0T3z 0 8,34,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,35,Zan,Lovenjak Sudar,SLO,1998,0T2z 0 2,35,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,36,Michael,Piccolruaz,ITA,1995,0T2z 0 3,36,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,37,Nathan,Phillips,GBR,1994,0T2z 0 4,37,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,37,Joe,Goodacre,USA,2001,0T2z 0 4,37,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,39,Nils,Favre,SUI,1991,0T2z 0 6,39,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,39,WONWOO,HAN,KOR,2003,0T2z 0 6,39,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,39,Shinyeong,YUN,KOR,1995,0T2z 0 6,39,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,42,Elias,Arriagada Krüger,GER,2000,0T2z 0 7,42,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,42,Liam,Healy,AUS,1997,0T2z 0 7,42,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,44,Oscar,Baudrand,CAN,2005,0T2z 0 11,44,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,45,MINYOUNG,LEE,KOR,1999,0T1z 0 1,45,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,45,Ross,Fulkerson,USA,2001,0T1z 0 1,45,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,45,Nino,Grünenfelder,SUI,2001,0T1z 0 1,45,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,48,DOHYEON,KIM,KOR,2005,0T1z 0 2,48,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,48,Yotam,Ben reuven,ISR,2001,0T1z 0 2,48,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,48,Luke,GOH WEN BIN,SGP,2002,0T1z 0 2,48,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,51,Sunghoon,PARK,KOR,2003,0T1z 0 5,51,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,52,MUHAMMAD FERZA FERNADA,ABDI,INA,2003,0T0z 0 0,52,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Men,52,MINSUNG,HAN,KOR,2001,0T0z 0 0,52,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,1,Natalia,Grossman,USA,2001,5T5z 6 5,1,4T4z 10 10,1,,,,,4T4z 7 5,1
Seoul,KOR,2022,BS,WC,boulder,Women,2,Oriane,Bertone,FRA,2005,4T5z 10 7,4,3T3z 5 5,5,,,,,3T4z 5 5,2
Seoul,KOR,2022,BS,WC,boulder,Women,3,Brooke,Raboutou,USA,2001,2T4z 7 8,16,3T4z 11 10,4,,,,,3T3z 6 5,3
Seoul,KOR,2022,BS,WC,boulder,Women,4,Stasa,Gejo,SRB,1997,5T5z 10 8,2,3T3z 8 7,6,,,,,2T4z 3 13,4
Seoul,KOR,2022,BS,WC,boulder,Women,5,Camilla,Moroni,ITA,2001,4T5z 5 8,3,4T4z 18 15,2,,,,,1T2z 6 8,5
Seoul,KOR,2022,BS,WC,boulder,Women,6,Mia,AOYAGI,JPN,2003,3T3z 7 6,10,3T4z 8 12,3,,,,,0T3z 0 4,6
Seoul,KOR,2022,BS,WC,boulder,Women,7,Jessica,Pilz,AUT,1996,3T5z 8 8,8,2T4z 6 10,7,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,8,Miho,Nonaka,JPN,1997,4T5z 11 5,6,2T3z 4 6,8,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,9,Flavy,Cohaut,FRA,2001,2T5z 7 11,12,2T3z 11 13,9,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,10,Cloe,Coscoy,USA,2001,2T4z 5 17,15,2T2z 5 5,10,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,11,Kylie,Cullen,USA,2004,2T4z 5 9,13,2T2z 8 6,11,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,12,Lucka,Rakovec,SLO,2001,2T5z 2 6,11,2T2z 9 9,12,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,13,Sol,SA,KOR,1994,3T5z 10 14,9,1T4z 2 14,13,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,14,Franziska,Sterrer,AUT,1998,4T5z 10 15,5,1T3z 1 17,14,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,15,Futaba,Ito,JPN,2002,4T5z 14 16,7,1T2z 1 3,15,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,16,Sofya,Yokoyama,SUI,1998,1T5z 2 11,19,1T2z 1 11,16,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,17,Roxana,Wienand,GER,2000,2T4z 5 10,14,1T2z 2 4,17,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,18,Emily,Phillips,GBR,2002,2T3z 3 6,18,0T2z 0 7,18,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,19,Afra,Hönig,GER,1995,1T5z 2 15,20,0T2z 0 14,19,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,20,Laura,Rogora,ITA,2001,2T4z 10 19,17,0T1z 0 5,20,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,21,Johanna,Färber,AUT,1998,1T5z 2 21,21,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,22,Fanny,Gibert,FRA,1993,1T5z 3 12,22,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,23,Vanessa Si Yinn,Teng,SGP,1996,1T4z 1 12,23,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,24,Clothilde,Morin,FRA,2000,1T4z 3 6,24,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,25,Chaehyun,SEO,KOR,2003,1T4z 5 9,25,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,26,Mia,Krampl,SLO,2000,1T4z 6 16,26,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,27,Alannah,Yip,CAN,1993,1T3z 1 5,27,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,28,Nanako,Kura,JPN,2000,1T3z 1 7,28,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,29,Leonie,Lochner,GER,2000,1T3z 2 7,29,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,30,Chloe,Caulier,BEL,1996,1T3z 3 9,30,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,31,Mailys,Piazzalunga,FRA,2001,1T3z 4 15,31,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,32,Maya,Madere,USA,1999,1T2z 2 2,32,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,33,Lucia,Dörffel,GER,2000,1T2z 6 6,33,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,34,Holly,Toothill,GBR,2001,0T4z 0 16,34,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,35,Sienna,Kopf,USA,2002,0T3z 0 8,35,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,36,Gayeong,OH,KOR,2006,0T3z 0 10,36,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,37,Babette,Roy,CAN,2002,0T2z 0 6,37,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,38,Saki,Kikuchi,JPN,2002,0T2z 0 8,38,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,39,Aida,Torres Illamola,ESP,2002,0T2z 0 9,39,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,39,Zélia,Avezou,FRA,2004,0T2z 0 9,39,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,39,Adriene,Clark,USA,2004,0T2z 0 9,39,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,39,Rebecca,Frangos,CAN,1997,0T2z 0 9,39,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,43,Yejin,JUNG,KOR,2004,0T2z 0 10,43,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,44,Xu,Liting,SGP,1988,0T2z 0 11,44,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,45,Jennifer,Wood,GBR,1994,0T1z 0 3,45,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,45,SEUNGHYUN,KIM,KOR,1997,0T1z 0 3,45,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,47,Indiana,Chapman,CAN,2003,0T1z 0 4,47,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,48,Grace,Crowley,AUS,2003,0T1z 0 8,48,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,48,Yejoo,SEO,KOR,2006,0T1z 0 8,48,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,50,Elizabeth,Sepulveda,PUR,2002,0T1z 0 9,50,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,51,JIHYEON,LIM,KOR,2006,0T0z 0 0,51,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,51,NAWOO,CHOI,KOR,2002,0T0z 0 0,51,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,51,HEEYEON,PARK,KOR,1992,0T0z 0 0,51,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,51,Dasom,YUN,KOR,2005,0T0z 0 0,51,,,,,,,,
Seoul,KOR,2022,BS,WC,boulder,Women,51,NUR,KHALISHAH,INA,2004,0T0z 0 0,51,,,,,,,,
