City,Country,Year,Ds,Event,discipline,category,rank,firstname,lastname,country,yob,Qualification 1 score,Qualification 1 rank,Qualification 2 score,Qualification 2 rank,Qualification score,Qualification rank,Semi-Final score,Semi-Final rank,Final score,Final rank
Innsbruck,AUT,2021,BL,WC,boulder,Men,29,Ross,Fulkerson,USA,2001,,,,,1T5z 6 13,29,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,29,Sergei,Luzhetskii,RUS,1995,,,,,1T5z 3 8,29,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,31,Michael,Piccolruaz,ITA,1995,,,,,1T4z 2 11,31,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,31,Sergei,Skorodumov,RUS,1996,,,,,1T5z 3 11,31,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,33,Elias,Arriagada Krüger,GER,2000,,,,,1T4z 3 11,33,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,33,Vadim,Timonov,RUS,1992,,,,,1T5z 4 15,33,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,35,Keita,Watabe,JPN,1993,,,,,1T4z 5 9,35,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,35,Don,van Laere,NED,1999,,,,,1T4z 1 7,35,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,37,Manuel,Cornu,FRA,1993,,,,,0T5z 0 10,37,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,37,Emilien,Casado,FRA,2001,,,,,1T4z 4 12,37,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,39,Nimrod,Marcus,ISR,1999,,,,,0T4z 0 7,39,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,39,Benjamin,Hanna,USA,1998,,,,,1T4z 6 12,39,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,41,Alberto,Ginés López,ESP,2002,,,,,0T5z 0 9,41,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,41,Mikel Asier,Linacisoro Molina,ESP,2000,,,,,0T4z 0 8,41,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,43,Christoph,Schweiger,GER,2001,,,,,0T5z 0 10,43,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,43,Stephan,Rest,AUT,2001,,,,,0T4z 0 12,43,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,45,Nicolas,Collin,BEL,1998,,,,,0T5z 0 16,45,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,45,Max,Kleesattel,GER,1998,,,,,0T3z 0 3,45,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,47,Sean,Bailey,USA,1996,,,,,0T3z 0 5,47,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,47,Nikolai,Iarilovets,RUS,1999,,,,,0T5z 0 17,47,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,47,Geva,Levin,ISR,2003,,,,,0T5z 0 17,47,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,50,Dylan,Chuat,SUI,2000,,,,,0T3z 0 6,50,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,51,Jernej,Kruder,SLO,1990,,,,,0T4z 0 8,51,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,51,Attila Zsombor,Radics,HUN,2004,,,,,0T3z 0 8,51,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,51,Lawrence,Bogeschdorfer,AUT,2002,,,,,0T3z 0 8,51,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,54,Pietro,Biagini,ITA,2000,,,,,0T4z 0 11,54,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,55,Fredrik,Serlachius,SWE,1998,,,,,0T4z 0 13,55,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,55,Philipp,Geisenhoff,SUI,2000,,,,,0T3z 0 10,55,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,57,Alejandro,Crespo Cobos,ESP,1998,,,,,0T4z 0 15,57,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,57,Leto,Cavé,NED,2002,,,,,0T3z 0 14,57,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,59,Fedir,Samoilov,UKR,1997,,,,,0T4z 0 17,59,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,59,Ádám,Bakurecz,HUN,2001,,,,,0T3z 0 21,59,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,61,Hannes,Puman,SWE,1997,,,,,0T2z 0 5,61,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,61,Ram,Levin,ISR,1998,,,,,0T3z 0 4,61,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,63,Yuval,Shemla,ISR,1998,,,,,0T3z 0 6,63,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,63,Theis Lindegren,Elfenbein,DEN,1997,,,,,0T3z 0 6,63,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,63,Soma,Strommer,HUN,1999,,,,,0T2z 0 6,63,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,63,Rosen,Ruev,BUL,1998,,,,,0T2z 0 6,63,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,67,Ben,Abel,AUS,1998,,,,,0T2z 0 7,67,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,67,Tamás,Farkas,HUN,1994,,,,,0T2z 0 7,67,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,67,Peter,Kuric,SVK,2001,,,,,0T2z 0 7,67,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,67,Leonid,Osadchyi,UKR,2001,,,,,0T3z 0 7,67,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,71,Nimród Sebestyén,Tusnády ,HUN,2004,,,,,0T3z 0 8,71,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,72,Axel,Lindfors,FIN,1991,,,,,0T3z 0 10,72,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,72,Lluc,Macià Llobet,ESP,2004,,,,,0T3z 0 10,72,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,72,Jakub,Zietek,POL,2002,,,,,0T3z 0 10,72,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,75,Albert ,Ilsaas Suthurst,NOR,2001,,,,,0T2z 0 8,75,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,75,Dmitrii,Popov,RUS,1997,,,,,0T2z 0 8,75,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,77,Nils,Favre,SUI,1991,,,,,0T2z 0 9,77,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,77,Vojtech,Trojan,CZE,1999,,,,,0T2z 0 9,77,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,77,Johannes,Egger,ITA,2002,,,,,0T3z 0 11,77,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,80,Mark,Brand,NED,1998,,,,,0T3z 0 14,80,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,81,Roman,Batsenko,UKR,1995,,,,,0T2z 0 10,81,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,81,Marek,Jeliga,CZE,2003,,,,,0T2z 0 5,81,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,83,Frederik,Viberg Christiansen,DEN,2001,,,,,0T2z 0 16,83,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,83,Stepan,Potucek,CZE,2001,,,,,0T2z 0 8,83,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,85,Love  Ymer,Alber,SWE,2000,,,,,0T1z 0 1,85,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,85,Illia,Bakhmet-Smolenskyi,UKR,2005,,,,,0T2z 0 17,85,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,87,Christian,Wagner,CHI,2002,,,,,0T1z 0 1,87,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,87,Vilks,Kaspars,LAT,1991,,,,,0T1z 0 1,87,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,87,Bohdan,Botnar,UKR,2001,,,,,0T1z 0 2,87,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,90,Oscar,Baudrand,CAN,2005,,,,,0T1z 0 3,90,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,90,Emil,Abrahamsson,SWE,1996,,,,,0T1z 0 3,90,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,90,David,Zinsler,AUT,2004,,,,,0T1z 0 3,90,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,90,Fabian,Förander,SWE,1998,,,,,0T1z 0 3,90,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,94,Matei,MUNTEANU,ROU,2001,,,,,0T1z 0 2,94,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,95,Ludovico,Fossali,ITA,1997,,,,,0T1z 0 3,95,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,95,Jakub,Fábric,SVK,2003,,,,,0T1z 0 3,95,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,97,Kevin,Heiniger,SUI,1993,,,,,0T1z 0 4,97,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,97,Simon,Potucek,CZE,2001,,,,,0T1z 0 5,97,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,99,Roman,Sivakov,LTU,2003,,,,,0T1z 0 5,99,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,99,Matthaios,VALSAMIDIS,GRE,1999,,,,,0T1z 0 6,99,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,99,Eneko,Carretero Cruz,ESP,2001,,,,,0T1z 0 5,99,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,102,Bassa,Mawem,FRA,1984,,,,,0T1z 0 8,102,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,103,Daniel,Ungureanu,ROU,1981,,,,,0T0z 0 0,103,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,103,Mikael,Suihkonen,FIN,2003,,,,,0T0z 0 0,103,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,103,Joris,Leipus,LTU,1999,,,,,0T0z 0 0,103,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,103,Alexandru,Olteanu,ROU,2000,,,,,0T0z 0 0,103,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,103,Frede,Rasmussen,DEN,2001,,,,,0T0z 0 0,103,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,103,Samuel,Stefanik,SVK,2003,,,,,0T0z 0 0,103,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,103,Tomas,Plevko,SVK,1999,,,,,0T1z 0 9,103,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,110,Róbert,Sántha,ROU,2000,,,,,0T0z 0 0,110,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,110,Victor,SEBROS,GRE,1995,,,,,0T0z 0 0,110,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,110,Filip,Hromada,SVK,2004,,,,,0T0z 0 0,110,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,110,Theofanis-Ermis,THEOCHAROPOULOS,GRE,2000,,,,,0T0z 0 0,110,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Men,110,Orfeas,TSIAOUSIS,GRE,1999,,,,,0T0z 0 0,110,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,1,Janja,Garnbret,SLO,1999,,,,,5T5z 8 5,1,4T4z 9 4,1,3T3z 3 3,1
Innsbruck,AUT,2021,BL,WC,boulder,Women,2,Natalia,Grossman,USA,2001,,,,,4T5z 5 6,3,3T4z 5 6,4,3T3z 9 9,2
Innsbruck,AUT,2021,BL,WC,boulder,Women,3,Stasa,Gejo,SRB,1997,,,,,3T5z 6 6,7,2T4z 4 7,6,1T3z 2 6,3
Innsbruck,AUT,2021,BL,WC,boulder,Women,4,Futaba,Ito,JPN,2002,,,,,3T5z 12 14,11,3T4z 4 5,2,1T2z 3 8,4
Innsbruck,AUT,2021,BL,WC,boulder,Women,5,Akiyo,Noguchi,JPN,1989,,,,,3T5z 8 12,3,3T4z 11 10,5,1T1z 1 1,5
Innsbruck,AUT,2021,BL,WC,boulder,Women,6,Miho,Nonaka,JPN,1997,,,,,4T5z 6 7,5,3T4z 4 5,2,DNS,
Innsbruck,AUT,2021,BL,WC,boulder,Women,7,Johanna,Färber,AUT,1998,,,,,3T5z 6 7,9,2T4z 6 7,7,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,8,Brooke,Raboutou,USA,2001,,,,,4T5z 5 5,1,2T3z 4 5,8,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,9,Laura,Rogora,ITA,2001,,,,,3T4z 8 8,7,2T3z 6 11,9,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,10,Mao,Nakamura,JPN,2000,,,,,3T4z 6 10,5,2T3z 7 6,10,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,11,Petra,Klingler,SUI,1992,,,,,2T5z 6 10,15,1T4z 1 11,11,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,12,Katja,Debevec,SLO,1995,,,,,2T3z 4 6,17,1T4z 1 15,12,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,13,Franziska,Sterrer,AUT,1998,,,,,2T4z 6 9,19,1T4z 5 7,13,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,14,Andrea,Kümin,SUI,1997,,,,,2T5z 5 12,13,1T3z 1 3,14,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,15,Chloe,Caulier,BEL,1996,,,,,2T5z 12 20,11,1T3z 2 9,15,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,16,Oriane,Bertone,FRA,2005,,,,,2T3z 4 10,19,0T4z 0 7,16,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,17,Kylie,Cullen,USA,2004,,,,,2T3z 3 9,15,0T3z 0 6,17,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,18,Sandra,Lettner,AUT,2001,,,,,2T4z 5 9,17,0T3z 0 10,18,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,19,Julia,Chanourdie,FRA,1996,,,,,2T5z 7 13,9,0T3z 0 19,19,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,20,Nanako,Kura,JPN,2000,,,,,2T4z 8 8,13,0T2z 0 3,20,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,21,Kyra,Condie,USA,1996,,,,,2T3z 7 5,21,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,21,Camilla,Moroni,ITA,2001,,,,,2T4z 8 12,21,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,23,Afra,Hönig,GER,1995,,,,,2T3z 3 4,23,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,23,Giorgia,Tesio,ITA,2000,,,,,2T3z 7 6,23,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,25,Mia,Krampl,SLO,2000,,,,,2T2z 8 8,25,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,25,Maya,Dreamer,ISR,2001,,,,,2T3z 7 8,25,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,27,Elena,Krasovskaia,RUS,2000,,,,,2T3z 15 13,27,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,27,Sofya,Yokoyama,SUI,1998,,,,,1T4z 4 11,27,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,29,Ayala,Kerem,ISR,2001,,,,,1T5z 5 15,29,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,29,Irina,Kuzmenko,RUS,1995,,,,,1T3z 2 9,29,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,31,Julija,Kruder,SLO,1997,,,,,1T3z 3 7,31,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,31,Ekaterina,Kipriianova,RUS,1989,,,,,1T4z 1 10,31,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,33,Fanny,Gibert,FRA,1993,,,,,1T3z 4 8,33,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,33,Hannah,Meul,GER,2001,,,,,1T4z 3 7,33,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,35,Alma,Bestvater,GER,1996,,,,,1T4z 4 15,35,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,35,Lena,SCHRITTWIESER,AUT,2005,,,,,1T3z 4 9,35,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,37,Viktoriia,Meshkova,RUS,2000,,,,,1T4z 4 17,37,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,37,Naama,Yohai,ISR,2000,,,,,1T3z 5 9,37,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,39,Eva Maria,Hammelmüller,AUT,2000,,,,,1T3z 5 10,39,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,39,Sunniva Eik,Haave,NOR,1997,,,,,1T4z 6 10,39,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,41,Lucia,Dörffel,GER,2000,,,,,1T3z 4 12,41,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,41,Laura,Loikas,FIN,2002,,,,,1T3z 5 13,41,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,43,Anouck,Jaubert,FRA,1994,,,,,1T3z 5 7,43,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,43,Natalie,Bärtschi,SUI,1994,,,,,1T3z 5 16,43,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,45,Margaryta,Zakharova,UKR,1995,,,,,1T3z 6 9,45,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,45,Leonie,Lochner,GER,2000,,,,,1T3z 6 9,45,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,45,Giulia,Medici,ITA,1999,,,,,1T2z 2 4,45,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,48,Urska,Repusic,SLO,2000,,,,,1T2z 3 6,48,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,48,Miku,ISHII,JPN,2000,,,,,1T2z 3 6,48,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,50,Yula,Gold,ISR,2002,,,,,1T3z 6 13,50,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,51,Mailys,Piazzalunga,FRA,2001,,,,,1T2z 3 7,51,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,51,Alejandra,Contreras,CHI,2000,,,,,0T3z 0 6,51,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,53,Katrine,Vandet Salling,DEN,1994,,,,,1T2z 11 15,53,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,53,Pleun,Frank,NED,2002,,,,,0T3z 0 9,53,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,55,Valentina,Aguado,ARG,2001,,,,,0T3z 0 10,55,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,55,Celina,Schoibl,AUT,2001,,,,,1T1z 6 6,55,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,57,Lucie,Watillon,BEL,2003,,,,,0T2z 0 4,57,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,57,Michaela,Smetanova,CZE,2003,,,,,0T3z 0 12,57,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,59,Mattea,Pötzi,AUT,2000,,,,,0T2z 0 7,59,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,59,Alessia,Mabboni,ITA,2005,,,,,0T3z 0 13,59,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,61,Ingrid,Kindlihagen,NOR,2002,,,,,0T3z 0 17,61,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,61,Lucie,Delcoigne,BEL,2002,,,,,0T2z 0 8,61,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,63,Aida,Torres Illamola,ESP,2002,,,,,0T3z 0 18,63,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,63,Katrin,Amann,SWE,1995,,,,,0T1z 0 3,63,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,65,Anna,Zaikina,RUS,1993,,,,,0T2z 0 4,65,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,65,Lea,Kempf,AUT,2004,,,,,0T1z 0 6,65,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,67,Campbell,Sarinopoulos,USA,2004,,,,,0T1z 0 9,67,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,67,Elza Elizabete,Baraka,LAT,2001,,,,,0T2z 0 5,67,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,69,Arta,Matelsone,LAT,1997,,,,,0T1z 0 13,69,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,69,Ignacia,Mellado Quinteros,CHI,2002,,,,,0T2z 0 6,69,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,71,Elizabeth,Sepulveda,PUR,2002,,,,,0T0z 0 0,71,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,71,Daria,Nesterenko,UKR,2003,,,,,0T0z 0 0,71,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,71,Eliska,Bulenova,CZE,2003,,,,,0T0z 0 0,71,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,71,Roosa,Huhtikorpi,FIN,1989,,,,,0T2z 0 7,71,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,71,Johanna,Sörbom,SWE,1994,,,,,0T0z 0 0,71,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,71,Tove,Wåhlin,SWE,1994,,,,,0T0z 0 0,71,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,71,Agniete,Baltrune,LTU,1995,,,,,0T2z 0 7,71,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,71,Nikoline,Öhrström,DEN,2001,,,,,0T0z 0 0,71,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,71,Anastasija,Teriochina,LTU,1987,,,,,0T0z 0 0,71,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,71,Valeri,Kremer,ISR,1991,,,,,0T0z 0 0,71,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,71,Evdoxia-Aikaterini,KALLIA,GRE,2002,,,,,0T0z 0 0,71,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,71,Edel,Lemvik,NOR,2004,,,,,0T0z 0 0,71,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,83,Iziar,Martínez Almendros,ESP,2005,,,,,0T2z 0 8,83,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,83,Adela,Bajerova,CZE,2003,,,,,0T2z 0 8,83,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,83,Sunniva,Øvre-Eide,NOR,2004,,,,,0T2z 0 8,83,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,86,Tiba,Vroom,NED,1999,,,,,0T1z 0 1,86,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,86,Tina Johnsen,Hafsaas,NOR,1994,,,,,0T1z 0 1,86,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,88,Bianka,Janecka,POL,2003,,,,,0T1z 0 2,88,,,,
Innsbruck,AUT,2021,BL,WC,boulder,Women,,Vanda,Michalkova,SVK,2002,,,,,DNS,,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,1,Colin,Duffy,USA,2003,43,2,TOP,1,2.83,3,43,3,38+,1
Innsbruck,AUT,2022,BL,WC,lead,Men,2,Ao,YURIKUSA,JPN,2002,42+,3,TOP,1,3.74,5,45+,1,37+ (3:14),2
Innsbruck,AUT,2022,BL,WC,lead,Men,3,Jesse,Grupper,USA,1997,40+,7,TOP,1,5.66,11,45+,1,37+ (4:28),3
Innsbruck,AUT,2022,BL,WC,lead,Men,4,Luka,Potocar,SLO,2001,27,18,33+,1,4.3,5,41+,4,37,4
Innsbruck,AUT,2022,BL,WC,lead,Men,5,Jakob,Schubert,AUT,1990,43+,1,TOP,1,2,1,41+,4,36+,5
Innsbruck,AUT,2022,BL,WC,lead,Men,6,Satone,YOSHIDA,JPN,2004,33+,3,23+,12,10.28,17,38+,8,36+,6
Innsbruck,AUT,2022,BL,WC,lead,Men,7,Yannick,Flohé,GER,1999,37+,1,24,10,3.24,3,41+,4,31,7
Innsbruck,AUT,2022,BL,WC,lead,Men,8,Alexander,Megos,GER,1993,35,2,30+,2,2,1,38+,8,28+,8
Innsbruck,AUT,2022,BL,WC,lead,Men,9,Taisei,Homma,JPN,1999,42+,3,45,8,5.29,9,40,7,21+,9
Innsbruck,AUT,2022,BL,WC,lead,Men,10,Sascha,Lehmann,SUI,1998,36+,10,44+,9,9.75,19,38,10,,
Innsbruck,AUT,2022,BL,WC,lead,Men,11,Sean,Bailey,USA,1996,33+,3,27,4,4.5,7,37+,11,,
Innsbruck,AUT,2022,BL,WC,lead,Men,12,Yoshiyuki,Ogata,JPN,1998,41+,5,TOP,1,4.69,7,36+,12,,
Innsbruck,AUT,2022,BL,WC,lead,Men,13,Stefan,Scherz,AUT,2001,32+,7,23+,12,12.83,21,33+,13,,
Innsbruck,AUT,2022,BL,WC,lead,Men,13,Mejdi,Schalck,FRA,2004,36,11,42+,11,11,21,33+,13,,
Innsbruck,AUT,2022,BL,WC,lead,Men,13,Giovanni,Placci,ITA,2001,40+,7,44+,9,8.72,17,33+,13,,
Innsbruck,AUT,2022,BL,WC,lead,Men,13,Martin,Stranik,CZE,1990,30+,8,23+,12,14.94,23,33+,13,,
Innsbruck,AUT,2022,BL,WC,lead,Men,13,Sebastian,Halenke,GER,1995,35+,12,41+,12,12.49,23,33+,13,,
Innsbruck,AUT,2022,BL,WC,lead,Men,18,Domen,Skofic,SLO,1994,41+,5,29+,28,13.06,26,33,18,,
Innsbruck,AUT,2022,BL,WC,lead,Men,18,Stefano,Ghisolfi,ITA,1993,40+,7,TOP,1,5.66,11,33,18,,
Innsbruck,AUT,2022,BL,WC,lead,Men,20,Filip,Schenk,ITA,2000,30+,8,27,4,6.54,11,31,20,,
Innsbruck,AUT,2022,BL,WC,lead,Men,21,Nimrod,Marcus,ISR,1999,30+,8,23+,12,14.94,23,29+,21,,
Innsbruck,AUT,2022,BL,WC,lead,Men,22,Mikel Asier,Linacisoro Molina,ESP,2000,26+,20,25+,6,11.62,19,29,22,,
Innsbruck,AUT,2022,BL,WC,lead,Men,23,Dimitri,Vogt,SUI,1997,27+,15,27+,3,6.93,15,26+,23,,
Innsbruck,AUT,2022,BL,WC,lead,Men,24,Romaric,GEFFROY,FRA,1996,33+,3,24+,8,6.18,9,24+,24,,
Innsbruck,AUT,2022,BL,WC,lead,Men,25,Hamish,McArthur,GBR,2002,35,15,TOP,1,7.75,15,13+,25,,
Innsbruck,AUT,2022,BL,WC,lead,Men,26,Hannes,Puman,SWE,1997,33+,3,24,10,6.87,14,13,26,,
Innsbruck,AUT,2022,BL,WC,lead,Men,27,Milan,Preskar,SLO,1996,22,33,25,7,15.31,27,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,27,Kokoro,Fujii,JPN,1992,35+,12,40+,13,13.73,27,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,29,Sungsu,LEE,KOR,1999,34,16,37,18,16.97,29,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,29,Victor,Baudrand,CAN,2003,26,26,24+,8,15.43,29,,,,
